,Title,Suggested Duration,Address,Ratings,Transport
288,Bloomsbury Square,Suggested Duration Not Available,"London WC1, London England",Ratings Not Available,"['Russell Square', 'Goodge St', 'Rental Cars']"
289,Vauxhall Bridge,Suggested Duration Not Available,London England,4,"['Waterloo', 'Embankment', 'Rental Cars']"
290,Palace of Westminster,Suggested Duration Not Available,London SW1A 0AA England,Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
291,Royal Institute of British Architects,Suggested Duration Not Available,"66 Portland Place, London W1B 1AD England",Ratings Not Available,"[""Regent's Park"", 'Great Portland St', 'Rental Cars']"
292,St Paul's Church,Suggested Duration Not Available,"Coffey Street Mary Ann Gardens, Deptford, London SE8 3DS England",Ratings Not Available,"['Canary Wharf', 'Canary Wharf', 'Rental Cars']"
293,20 Fenchurch Street,Suggested Duration Not Available,"20 Fenchurch Street, London EC3M 3BY England",Ratings Not Available,"['Monument', 'Bank', 'Rental Cars']"
294,Shakespeare Monument,Suggested Duration Not Available,"Leicester Square, London England",Ratings Not Available,"['Piccadilly Circus', 'Leicester Square', 'Rental Cars']"
295,Speakers' Corner,Suggested Duration Not Available,"What3words: Jacket.year.remind Marble Arch, Hyde Park, London N7 8EL England",Ratings Not Available,"['Marble Arch', 'Bond St', 'Rental Cars']"
296,United Grand Lodge of England,Suggested Duration Not Available,"Freemasons Hall 60 Great Queen Street, London WC2B 5AZ England",Ratings Not Available,"['Holborn', 'Covent Garden', 'Rental Cars']"
297,St James's Roman Catholic Church,Suggested Duration Not Available,"22 George Street, London W1U 3QY England",Ratings Not Available,"['Bond St', 'Baker St', 'Rental Cars']"
298,Duke of Wellington Statue,Suggested Duration Not Available,"Hyde Park Corner opp. Apsley House, London W2 2UH England",Ratings Not Available,"['Lancaster Gate', 'Paddington', 'Rental Cars']"
299,Angel,Suggested Duration Not Available,London England,Ratings Not Available,"['Caledonian Road & Barnsbury', ""King's Cross St. Pancras"", 'Rental Cars']"
300,Guard's Division Memorial,Suggested Duration Not Available,"1 Horse Guards Road Prospicente a witwhall parade, London SW1A 2HQ England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
301,Threadneedle Street,Suggested Duration Not Available,"Threadneedle Street, London England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
302,National Firefighters Memorial,Suggested Duration Not Available,"Carter Lane Gardens St Paul’s Churchyard, London EC4M 8BX England",Ratings Not Available,"[""St. Paul's"", 'Mansion House', 'Rental Cars']"
303,Southwark Bridge,Suggested Duration Not Available,London England,4,"['Mansion House', 'Cannon St', 'Rental Cars']"
304,The Queen's Club,Suggested Duration Not Available,"Palliser Road West Kensington, London W14 9EQ England",Ratings Not Available,"['Barons Court', 'West Kensington', 'Rental Cars']"
305,Stoke Newington,Suggested Duration Not Available,London England,Ratings Not Available,"['Rectory Road', 'Stoke Newington', 'Rental Cars']"
306,Canada Memorial,Suggested Duration Not Available,"Green Park Westminster, London England",Ratings Not Available,"['Green Park', 'Hyde Park Corner', 'Rental Cars']"
307,Old Compton Street,Suggested Duration Not Available,London England,Ratings Not Available,"['Leicester Square', 'Tottenham Court Road', 'Rental Cars']"
308,Paddington Bear Statue,Suggested Duration Not Available,"London Paddington Railway Station, Praed Street Platform 1, Paddington Station, London W2 1RH England",Ratings Not Available,"['Edgware Road', 'Paddington', 'Rental Cars']"
309,Woolwich Foot Tunnel,Suggested Duration Not Available,"Glass Yard, London England",Ratings Not Available,"['Woolwich Arsenal', 'King George V', 'Rental Cars']"
310,Agatha Christie Memorial,Suggested Duration Not Available,"Cranbourn St, London England",Ratings Not Available,"['Covent Garden', 'Holborn', 'Rental Cars']"
311,Holy Trinity Brompton Church,Suggested Duration Not Available,"Brompton Road, London England",Ratings Not Available,"['Gloucester Road', ""Earl's Court"", 'Rental Cars']"
312,Swiss Glockenspiel,Suggested Duration Not Available,"Leicester Square, London WC2 England",Ratings Not Available,"['Piccadilly Circus', 'Leicester Square', 'Rental Cars']"
313,Holy Trinity Sloane Square,Suggested Duration Not Available,"Sloane Street, London SW1X 9BZ England",Ratings Not Available,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
314,The Four Bronze Horses of Helios,Suggested Duration Not Available,"Haymarket, London England",Ratings Not Available,"['Piccadilly Circus', 'Leicester Square', 'Rental Cars']"
315,Southwark Park,Suggested Duration Not Available,"Rotherhithe, London England",Ratings Not Available,"['Wapping', 'Beckton Park', 'Rental Cars']"
316,St Pancras Parish Church,Suggested Duration Not Available,"Euston Road, London NW1 2BA England",Ratings Not Available,"['Euston', 'London Euston', 'Rental Cars']"
317,Equestrian Statue of George IV,Suggested Duration Not Available,"Trafalgar Square, London England",Ratings Not Available,"['Charing Cross', 'Leicester Square', 'Rental Cars']"
318,Millicent Fawcett Statue,Suggested Duration Not Available,"Parliament Square, London SW1P 3JX England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
319,Seven Dials Comedy,Suggested Duration:2-3 hours,"42 Earlham Street Camden, London WC2H 9LA England",5,"['Covent Garden', 'Leicester Square', 'Rental Cars']"
320,Royal Institution of Great Britain,Suggested Duration:1-2 hours,"21 Albemarle Street Mayfair, London W1S 4BS England",4.5,"['Green Park', 'Piccadilly Circus', 'Rental Cars']"
321,The Crown Jewels,Suggested Duration Not Available,"London Tower, London EC3R 7JP England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
322,Queen's Chapel of the Savoy,Suggested Duration Not Available,"Savoy Hill jcn. of The Strand, London WC2R 0DA England",4.5,"['Temple', 'Embankment', 'Rental Cars']"
323,St. Dunstan In The West,Suggested Duration Not Available,"186A Fleet Street, London EC4A 2HR England",Ratings Not Available,"['Temple', 'Chancery Lane', 'Rental Cars']"
324,Honourable Artillery Company,Suggested Duration Not Available,"Finsbury Barracks City Road Armoury House, London EC1Y 2BQ England",Ratings Not Available,"['Old St', 'Moorgate', 'Rental Cars']"
325,Wellington Barracks,Suggested Duration Not Available,"Wellington Barracks Birdcage Walk, London SW1E 6HQ England",Ratings Not Available,"['Green Park', 'Hyde Park Corner', 'Rental Cars']"
326,Clapham,Suggested Duration Not Available,London Sw4 6dp England,4.5,"['Fulham Broadway', 'Parsons Green', 'Rental Cars']"
327,Kindertransport-The Arrival Memorial,Suggested Duration Not Available,"32 Liverpool Street Vor dem Bahnhof, London EC2M 7PP England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
328,Greyfriars Passage,Suggested Duration Not Available,"Newgate Street, London England",Ratings Not Available,"[""St. Paul's"", 'Blackfriars', 'Rental Cars']"
329,The Paternoster Column,Suggested Duration Not Available,"Paternoster Lodge 2 Paternoster Square, London EC4M 7DX England",Ratings Not Available,"[""St. Paul's"", 'Mansion House', 'Rental Cars']"
330,Charles I Statue,Suggested Duration Not Available,"Trafalgar Square, London England",4,"['Charing Cross', 'Leicester Square', 'Rental Cars']"
331,Stepney City Farm,Suggested Duration Not Available,"Stepney High Street, London E1 3DG England",4,"['Limehouse', 'Stepney Green', 'Rental Cars']"
332,King George VI & Queen Elizabeth Memorial,Suggested Duration Not Available,"The Mall, London SW1Y 5AG England",Ratings Not Available,"['Charing Cross', 'Piccadilly Circus', 'Rental Cars']"
333,The Memorial Gates,Suggested Duration Not Available,"Constitution Hill Green Park, London England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
334,ISKCON-London Radha-Krishna Temple,Suggested Duration:1-2 hours,"9-10 Soho Street, London W1D 3DL England",4.5,"['Tottenham Court Road', 'Goodge St', 'Rental Cars']"
335,Trinity House,Suggested Duration Not Available,"Tower Hill, London EC3N 4DH England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
336,Queen Victoria Statue - Kensington,Suggested Duration Not Available,"Kensington Gardens, London England",Ratings Not Available,"['Notting Hill Gate', 'High St Kensington', 'Rental Cars']"
337,Apothecaries' Hall,Suggested Duration Not Available,"Black Friars Lane, London England",Ratings Not Available,"['Blackfriars', ""St. Paul's"", 'Rental Cars']"
338,Temple Bar Memorial,Suggested Duration Not Available,"Fleet Street The Strand, London England",Ratings Not Available,"['Temple', 'Chancery Lane', 'Rental Cars']"
339,Ealing,Suggested Duration Not Available,London England,Ratings Not Available,"['Ealing Broadway', 'Ealing Common', 'Rental Cars']"
340,Piccadilly Lights,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
341,The Burghers of Calais Statue,Suggested Duration Not Available,"Victoria Tower Gardens, London SW1P 3JA England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
342,Trinity Buoy Wharf,Suggested Duration Not Available,"64 Orchard Place Trinity Buoy Wharf, London E14 0JW England",4,"['Canning Town', 'East India', 'Rental Cars']"
343,Saint Marylebone Parish Church,Suggested Duration:< 1 hour,"17 Marylebone Road, London NW1 5LT England",4.5,"['Baker St', ""Regent's Park"", 'Rental Cars']"
344,Fitzrovia Chapel,Suggested Duration:< 1 hour,"Fitzroy Place 2 Pearson Square, London W1T 3BF England",4.5,"['Goodge St', 'Oxford Circus', 'Rental Cars']"
345,Heron Tower,Suggested Duration Not Available,"110 Bishopsgate, London England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
346,Kensal Green Cemetery,Suggested Duration Not Available,"Kensal Green Cemetery Harrow Road, London W10 4RA England",Ratings Not Available,"['Kensal Green', 'Kensal Green', 'Rental Cars']"
347,Duke Of York Column,Suggested Duration Not Available,"Waterloo Place, London England",Ratings Not Available,"['Piccadilly Circus', 'Charing Cross', 'Rental Cars']"
348,Bali Bombing Monument,Suggested Duration Not Available,"Clive Steps Near King Charles Street, London SW1 2AE England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
349,St. Lawrence Jewry,Suggested Duration Not Available,"St. Lawrence Jewry Vicarage Guildhall Yard, London EC2V 5AA England",Ratings Not Available,"['Bank', ""St. Paul's"", 'Rental Cars']"
350,Royal Victoria Dock and Bridge,Suggested Duration Not Available,London England,Ratings Not Available,"['Royal Victoria', 'Pontoon Dock', 'Rental Cars']"
351,Earl Jellicoe Bust,Suggested Duration Not Available,"Trafalgar Square, London England",Ratings Not Available,"['Piccadilly Circus', 'Charing Cross', 'Rental Cars']"
352,Viscount Cunningham Bust,Suggested Duration Not Available,"Trafalgar Square, London England",Ratings Not Available,"['Piccadilly Circus', 'Charing Cross', 'Rental Cars']"
353,Winchester Palace,Suggested Duration Not Available,"Clink Street, London SE1 9DG England",Ratings Not Available,"['London Bridge', 'Cannon St', 'Rental Cars']"
354,Wardour Street,Suggested Duration Not Available,London England,Ratings Not Available,"['Tottenham Court Road', 'Piccadilly Circus', 'Rental Cars']"
355,Bayswater Road,Suggested Duration Not Available,"Bayswater Road A402 Road, London England",Ratings Not Available,"['Queensway', 'Bayswater', 'Rental Cars']"
356,3 Savile Row,Suggested Duration Not Available,"3 Savile Row, London W1S 3PB England",4,"['Piccadilly Circus', 'Green Park', 'Rental Cars']"
357,Stationers' Hall,Suggested Duration Not Available,"Stationers Hall Stationers Hall Court Ave Maria Lane, London EC4M 7DD England",Ratings Not Available,"[""St. Paul's"", 'Blackfriars', 'Rental Cars']"
358,Great Marlborough Street,Suggested Duration Not Available,"East of Regent Street, London W1J 6PY England",Ratings Not Available,"['Oxford Circus', 'Piccadilly Circus', 'Rental Cars']"
359,Cornhill Fountain,Suggested Duration Not Available,"5-6 Royal Exchange, London England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
360,Bevis Marks Synagogue,Suggested Duration Not Available,"Bevis Marks, between Houndsditch and Leadenhall streets, London EC3A 7LH England",4,"['Aldgate', 'Liverpool St', 'Rental Cars']"
361,St. Peter's Church Notting Hill,Suggested Duration Not Available,"90 Kensington Park Road, London W11 2PL England",Ratings Not Available,"['Notting Hill Gate', 'Holland Park', 'Rental Cars']"
362,The Gramophone Company Plaque,Suggested Duration Not Available,"31 Maiden Lane, London England",Ratings Not Available,"['Covent Garden', 'Leicester Square', 'Rental Cars']"
363,Merchant Navy Falklands Memorial,Suggested Duration Not Available,"Trinity Hill Gardens, London England",Ratings Not Available,"['Morden', 'Waterloo', 'Rental Cars']"
364,Temple Bar,Suggested Duration Not Available,"100 St Paul's Churchyard, London England",Ratings Not Available,"[""St. Paul's"", 'Blackfriars', 'Rental Cars']"
365,Two Lovers statue,Suggested Duration Not Available,"St Pauls Churchyard, London England",Ratings Not Available,"[""St. Paul's"", 'Mansion House', 'Rental Cars']"
366,John Donne Monument,Suggested Duration Not Available,"St Pauls Churchyard, London England",Ratings Not Available,"[""St. Paul's"", 'Mansion House', 'Rental Cars']"
367,Seven Ages of Man Sculpture,Suggested Duration Not Available,"Queen Victoria Street, London England",Ratings Not Available,"['Blackfriars', ""St. Paul's"", 'Rental Cars']"
368,St Pancras Renaissance Hotel,Suggested Duration Not Available,"Euston Road Kings Cross, London NW1 2AR England",Ratings Not Available,"[""King's Cross St. Pancras"", 'Euston', 'Rental Cars']"
369,Fur Das Kind Memorial - Liverpool Street Station,Suggested Duration Not Available,"Liverpool Street Station, London England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
370,Down Street,Suggested Duration Not Available,"23 Down Street London Transport Museum - Hidden London, London W1J 7AR England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
371,HQS Wellington,Suggested Duration Not Available,"H Q S Wellington Victoria Embankment Victoria Embankment, London WC2R 2PN England",Ratings Not Available,"['Temple', 'Blackfriars', 'Rental Cars']"
372,Notre Dame de France,Suggested Duration Not Available,"5 Leicester Place, London WC2H 7BX England",Ratings Not Available,"['Leicester Square', 'Piccadilly Circus', 'Rental Cars']"
373,Whitechurch Passage,Suggested Duration Not Available,"White Church Lane, London England",4.5,"['Aldgate East', 'Aldgate', 'Rental Cars']"
374,Canary Wharf Tower,Suggested Duration Not Available,"One Canada Square, London England",Ratings Not Available,"['Canary Wharf', 'Canary Wharf', 'Rental Cars']"
375,Churchill And Roosevelt Allies Sculpture,Suggested Duration Not Available,"New Bond Street, London W1S 4JU England",Ratings Not Available,"['Green Park', 'Oxford Circus', 'Rental Cars']"
376,Mary Seacole Statue,Suggested Duration Not Available,"249 Westminster Bridge Road St Thomas hospital grounds, London SE1 7EH England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
377,Praed Street,Suggested Duration Not Available,"Paddington, London England",Ratings Not Available,"['Baker St', ""Regent's Park"", 'Rental Cars']"
378,The Wiener Library,Suggested Duration:1-2 hours,"29 Russell Square, London WC1B 5DP England",4.5,"['Russell Square', 'Goodge St', 'Rental Cars']"
379,St. Mary le Strand,Suggested Duration Not Available,"Strand, London WC2R 1ES England",Ratings Not Available,"['Temple', 'Covent Garden', 'Rental Cars']"
380,Breyer Group Stadium,Suggested Duration Not Available,"Matchroom Stadium Brisbane Road, London E10 5NF England",Ratings Not Available,"['Leyton', 'Leyton Midland Road', 'Rental Cars']"
381,Docklands,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
382,Broadgate Circle,Suggested Duration Not Available,"Broadgate Estate, London EC2M 3WA England",Ratings Not Available,"['London Liverpool St', 'Liverpool St', 'Rental Cars']"
383,Sir Hans Sloane Statue,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
384,Christ's Chapel Dulwich,Suggested Duration Not Available,"14 Gallery Road The Old College, London SE21 7AD England",Ratings Not Available,"['London Bridge', 'Southwark', 'Rental Cars']"
385,George Orwell Statue,Suggested Duration Not Available,"Hallam Street, London England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
386,Canonbury Tower,Suggested Duration Not Available,"6 Canonbury Pl, London N1 2NY England",Ratings Not Available,"['Highbury & Islington', 'Highbury & Islington', 'Rental Cars']"
387,Sir John Betjeman Statue,Suggested Duration Not Available,"St Pancras Station, London England",Ratings Not Available,"['Camden Road', 'Camden Town', 'Rental Cars']"
388,The Arch by Henry Moore,Suggested Duration Not Available,"Kensington Gardens, London W2 3XA England",Ratings Not Available,"['Lancaster Gate', 'Paddington', 'Rental Cars']"
389,Robert Peel Statue,Suggested Duration Not Available,"Parliament Square, London SW1P 3BD England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
390,Statue of George III,Suggested Duration Not Available,"Statue of George 3 Cockspur Street, London SW1Y 5BQ England",Ratings Not Available,"['Charing Cross', 'Leicester Square', 'Rental Cars']"
391,BAFTA Piccadilly,Suggested Duration:< 1 hour,"194-196 Piccadilly, London W1J 9EX England",4,"['Piccadilly Circus', 'Green Park', 'Rental Cars']"
392,St Paul's Cross,Suggested Duration Not Available,"Paternoster Row, London England",Ratings Not Available,"[""St. Paul's"", 'Mansion House', 'Rental Cars']"
393,Jewel Tower,Suggested Duration Not Available,"Abingdon St Westminster, London SW1P 3JX England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
394,Peace Pagoda,Suggested Duration Not Available,"Battersea Park, London England",Ratings Not Available,"['Fulham Broadway', 'Knightsbridge', 'Rental Cars']"
395,Rolling Bridge,Suggested Duration:< 1 hour,"Paddington Basin North Wharf Road Grand Union Canal, London W2 1LF England",4,"['Paddington', 'Edgware Road', 'Rental Cars']"
396,Maida Vale,Suggested Duration Not Available,London England,4,"['Warwick Ave', 'Royal Oak', 'Rental Cars']"
397,St John's Gate,Suggested Duration Not Available,"St John_s Lane Clerkenwell, London EC1M 4PN England",Ratings Not Available,"['Farringdon', 'Barbican', 'Rental Cars']"
398,Prince George Statue,Suggested Duration Not Available,"Whitehall, London England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
399,West Norwood Cemetery,Suggested Duration Not Available,"Norwood Road, London England",Ratings Not Available,"['Morden', 'Waterloo', 'Rental Cars']"
400,The Golden Lion,Suggested Duration Not Available,"25 King Street St James, London SW1Y 6QY England",Ratings Not Available,"['Green Park', 'Piccadilly Circus', 'Rental Cars']"
401,Stratford Place,Suggested Duration Not Available,"Stratford Place, London England",Ratings Not Available,"['Bond St', 'Oxford Circus', 'Rental Cars']"
402,Old Hampstead Village,Suggested Duration Not Available,Address Not Available,4.5,[]
403,Tower Hill Memorial,Suggested Duration Not Available,"The Tower of London Tower Hill St Katharine's & Wapping, London EC3N 4AB England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
404,The Undercroft Chapel,Suggested Duration Not Available,"Byward Street All Hallows By The Tower, London EC3R 5BJ England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
405,Buck Street Market,Suggested Duration Not Available,"192-198 Camden High Street, London NW1 7BT England",Ratings Not Available,"['Mornington Crescent', 'Camden Town', 'Rental Cars']"
406,The 1851 Exhibition Memorial,Suggested Duration Not Available,"South Kensington, London SW7 2UA England",Ratings Not Available,"['Gloucester Road', 'High St Kensington', 'Rental Cars']"
407,Old Admiralty Building,Suggested Duration Not Available,"Horse Guards Parade Westminster, London SW1A 2HQ England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
408,Van Gogh House London,Suggested Duration Not Available,"87 Hackford Road, London SW9 0RE England",Ratings Not Available,"['Waterloo', 'Southwark', 'Rental Cars']"
409,Greenwich Town Hall,Suggested Duration Not Available,"Wellington Street Woolwich, London England",Ratings Not Available,"['Woolwich Arsenal', 'King George V', 'Rental Cars']"
410,Banksy Tunnel,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
411,Louisa Brandreth Aldrich-Blake Memorial,Suggested Duration Not Available,"Tavistock Square Gardens, London England",Ratings Not Available,"['Russell Square', 'Euston', 'Rental Cars']"
412,Together Forever on Wheels Sculpture,Suggested Duration Not Available,"Marchmont Street Brunswick Shopping Centre, London England",Ratings Not Available,"['Russell Square', 'Euston', 'Rental Cars']"
413,John Heminges and Henry Cordell Memorial,Suggested Duration Not Available,"Love Lane, London England",Ratings Not Available,"['Stratford High St', 'Stratford', 'Rental Cars']"
414,Fournier Street,Suggested Duration Not Available,"Fournier Street, London E1 6QE England",Ratings Not Available,"['Aldgate East', 'Shoreditch High St', 'Rental Cars']"
415,Wooden Boat with Seven People Sculpture,Suggested Duration Not Available,"Spital Square, London England",Ratings Not Available,"['Mile End', 'Bow Road', 'Rental Cars']"
416,Dogman and Rabbitgirl with Coffee Sculpture,Suggested Duration Not Available,"Bishops Square, London England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
417,Temperance Fountain,Suggested Duration Not Available,"New Bridge Street, London England",Ratings Not Available,"['Blackfriars', ""St. Paul's"", 'Rental Cars']"
418,The Cordwainer Statue,Suggested Duration Not Available,"Watling Street, London England",Ratings Not Available,"['Mansion House', ""St. Paul's"", 'Rental Cars']"
419,Catherine Booth Statue,Suggested Duration Not Available,"Mile End Road, London E1 4TP England",Ratings Not Available,"['Whitechapel', 'Stepney Green', 'Rental Cars']"
420,Highgate United Reformed Church,Suggested Duration Not Available,"South Grove Pond Square Highgate, London N6 6BA England",Ratings Not Available,"['Highgate', 'Archway', 'Rental Cars']"
421,Statue of Lord George Bentinck,Suggested Duration Not Available,"Cavendish Square Marylebone, London England",Ratings Not Available,"['Baker St', 'Marylebone', 'Rental Cars']"
422,St Govor's Well,Suggested Duration Not Available,"Kensington Gardens, London W2 3XA England",Ratings Not Available,"['Queensway', 'Bayswater', 'Rental Cars']"
423,Serenity,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
424,Queen Caroline Memorial,Suggested Duration Not Available,"Hyde Park Barracks, London W2 2UH England",Ratings Not Available,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
425,Cloth Fair,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
426,Paternoster Vents,Suggested Duration Not Available,"Paternoster Lane Paternoster Square, London EC4M 7DX England",Ratings Not Available,"[""St. Paul's"", 'Blackfriars', 'Rental Cars']"
427,Maritime Greenwich Polar Sundial,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
428,Cunningham Bust,Suggested Duration Not Available,"Trafalgar Square, London England",Ratings Not Available,"['Piccadilly Circus', 'Charing Cross', 'Rental Cars']"
429,Jellicoe Bust,Suggested Duration Not Available,"Trafalgar Square, London England",Ratings Not Available,"['Piccadilly Circus', 'Charing Cross', 'Rental Cars']"
430,Millenium Measure,Suggested Duration Not Available,"Thames Path, London England",Ratings Not Available,"['Cyprus', 'Wapping', 'Rental Cars']"
431,Admiral Beatty Memorial Fountain,Suggested Duration Not Available,"Trafalgar Square, London England",Ratings Not Available,"['Charing Cross', 'Leicester Square', 'Rental Cars']"
432,Sicilian Avenue,Suggested Duration Not Available,"Holborn, London WC1A 2QH England",Ratings Not Available,"['Holborn', 'Russell Square', 'Rental Cars']"
433,Hackney City Farm,Suggested Duration Not Available,"1A Goldsmiths Row Hackney, London E2 8QA England",Ratings Not Available,"['Cambridge Heath', 'Hoxton', 'Rental Cars']"
434,St Patrick's Church,Suggested Duration Not Available,"21A Soho Square, London W1D 4NR England",Ratings Not Available,"['Tottenham Court Road', 'Leicester Square', 'Rental Cars']"
435,Olympia London,Suggested Duration Not Available,"Hammersmith Road, London W14 8UX England",3.5,"['Kensington (Olympia)', 'Kensington,Olympia', 'Rental Cars']"
436,Royal Air Force Memorial,Suggested Duration Not Available,"30 Victoria Embankment, London SW1A 2HR England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
437,Jan Smuts Statue,Suggested Duration Not Available,"Parliament Square, London SW1P 3BD England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
438,Great Queen Street,Suggested Duration Not Available,"Great Queen Street, London England",Ratings Not Available,"['Holborn', 'Covent Garden', 'Rental Cars']"
439,St Luke’s Church,Suggested Duration Not Available,"St. Lukes Church Crypt Sydney Street, London SW3 6NH England",Ratings Not Available,"['Gloucester Road', 'Knightsbridge', 'Rental Cars']"
440,Brixton Windmill (Ashby's Mill),Suggested Duration Not Available,"West end of Blenheim Gardens, off Brixton Hill, London SW2 5EU England",Ratings Not Available,"['Waterloo', 'Southwark', 'Rental Cars']"
441,The Guards' Chapel,Suggested Duration Not Available,"Birdcage Walk Wellington Barracks, London England",Ratings Not Available,"['Charing Cross', 'Green Park', 'Rental Cars']"
442,Gordon Square,Suggested Duration Not Available,"Bloomsbury, London England",Ratings Not Available,"['Holborn', 'Covent Garden', 'Rental Cars']"
443,City of London Cemetery and Crematorium,Suggested Duration Not Available,"Aldersbrook Road, London E12 5DQ England",Ratings Not Available,"['Woodgrange Park', 'Wanstead Park', 'Rental Cars']"
444,St. George's Church,Suggested Duration Not Available,"Hanover Square, London England",Ratings Not Available,"['Oxford Circus', 'Bond St', 'Rental Cars']"
445,House of Illustration,Suggested Duration:1-2 hours,"2 Granary Square King's Cross, London N1C 4BH England",4,"[""King's Cross St. Pancras"", 'Caledonian Road & Barnsbury', 'Rental Cars']"
446,University of London,Suggested Duration Not Available,"Senate House Malet Street, London WC1E 7HU England",Ratings Not Available,"['Goodge St', 'Russell Square', 'Rental Cars']"
447,William Tyndale Statue,Suggested Duration Not Available,"Whitehall Court, London England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
448,Benjamin Disraeli Statue,Suggested Duration Not Available,"Parliament Square, London SW1P 3BD England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
449,Unilever House,Suggested Duration Not Available,"Unilever House 100 Victoria Embankment, London EC4Y 0DY England",Ratings Not Available,"['Blackfriars', ""St. Paul's"", 'Rental Cars']"
450,Former City of London School,Suggested Duration Not Available,"Between John Carpenter Street And Unilever House Victoria Embankment, London EC4Y 0DY England",Ratings Not Available,"['Blackfriars', 'Temple', 'Rental Cars']"
451,One Blackfriars,Suggested Duration Not Available,"1-16 Blackfriars Road, London SE1 9GD England",Ratings Not Available,"['Blackfriars', 'Southwark', 'Rental Cars']"
452,Humanity Supporting the World,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
453,Westminster Council House,Suggested Duration Not Available,"Manor House Marylebone Road Marylebone, London NW1 5NP England",Ratings Not Available,"['Marylebone', 'Edgware Road', 'Rental Cars']"
454,The Orphans,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
455,Tower Hill Martyrs,Suggested Duration Not Available,"Tower Hill Station 38 Trinity Square, London EC3N 4DJ England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
456,Mahatma Ghandi Monument,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
457,Royal Albert Dock,Suggested Duration Not Available,"Newham Dockside 1000 Dockside Road, London E16 2QU England",Ratings Not Available,"['Royal Albert', 'London City Airport', 'Rental Cars']"
458,Moving Forward Sculpture,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
459,Byron Statue,Suggested Duration Not Available,"Hyde Park Park Lane, London W2 2UH England",Ratings Not Available,"['Lancaster Gate', 'Paddington', 'Rental Cars']"
460,Queen Elizabeth Gate,Suggested Duration Not Available,"Hyde Park Corner, London W2 2UH England",Ratings Not Available,"['Lancaster Gate', 'Paddington', 'Rental Cars']"
461,Apsley Gate,Suggested Duration Not Available,"Hyde Park, London W2 2UH England",Ratings Not Available,"['Lancaster Gate', 'Paddington', 'Rental Cars']"
462,Queen Mary Plaque,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
463,New Cavendish Street,Suggested Duration Not Available,"Marylebone High Street, London England",Ratings Not Available,"['Bond St', 'Baker St', 'Rental Cars']"
464,Casa de San Martin,Suggested Duration Not Available,"23 Park Road Marylebone, London NW1 6XN England",Ratings Not Available,"['Baker St', 'Marylebone', 'Rental Cars']"
465,Dance's Obelisk,Suggested Duration Not Available,"Circus Place, London England",Ratings Not Available,"['Moorgate', 'London Liverpool St', 'Rental Cars']"
